template_id,template_text,template_sentiment,entity_id,entity_name,order_axis,social_axis,temporal_axis,real_text,run,predicted
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,1,Jejomar Binay,2,3,1,Ayon sa mga ulat si Jejomar Binay ay nagpahayag ng kanyang plataporma.,3,Neutral
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,1,Jejomar Binay,2,3,1,Ayon sa mga ulat si Jejomar Binay ay nagpahayag ng kanyang plataporma.,4,Negative
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,1,Jejomar Binay,2,3,1,Ayon sa mga ulat si Jejomar Binay ay nagpahayag ng kanyang plataporma.,5,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,1,Jejomar Binay,2,3,1,Ipinakita ng survey na si Jejomar Binay ay nasa ikatlong pwesto.,1,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,1,Jejomar Binay,2,3,1,Ipinakita ng survey na si Jejomar Binay ay nasa ikatlong pwesto.,2,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,1,Jejomar Binay,2,3,1,Ipinakita ng survey na si Jejomar Binay ay nasa ikatlong pwesto.,3,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,1,Jejomar Binay,2,3,1,Ipinakita ng survey na si Jejomar Binay ay nasa ikatlong pwesto.,4,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,1,Jejomar Binay,2,3,1,Ipinakita ng survey na si Jejomar Binay ay nasa ikatlong pwesto.,5,Negative
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,1,Jejomar Binay,2,3,1,Naglunsad si Jejomar Binay ng bagong programa para sa kabataan.,1,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,1,Jejomar Binay,2,3,1,Naglunsad si Jejomar Binay ng bagong programa para sa kabataan.,2,Neutral.
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,1,Jejomar Binay,2,3,1,Naglunsad si Jejomar Binay ng bagong programa para sa kabataan.,3,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,1,Jejomar Binay,2,3,1,Naglunsad si Jejomar Binay ng bagong programa para sa kabataan.,4,Negative
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,1,Jejomar Binay,2,3,1,Naglunsad si Jejomar Binay ng bagong programa para sa kabataan.,5,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,1,Jejomar Binay,2,3,1,Kinausap ng media si Jejomar Binay tungkol sa isyu ng krimen.,1,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,1,Jejomar Binay,2,3,1,Kinausap ng media si Jejomar Binay tungkol sa isyu ng krimen.,2,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,1,Jejomar Binay,2,3,1,Kinausap ng media si Jejomar Binay tungkol sa isyu ng krimen.,3,Negative
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,1,Jejomar Binay,2,3,1,Kinausap ng media si Jejomar Binay tungkol sa isyu ng krimen.,4,Negative
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,1,Jejomar Binay,2,3,1,Kinausap ng media si Jejomar Binay tungkol sa isyu ng krimen.,5,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,1,Jejomar Binay,2,3,1,Si Jejomar Binay ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,1,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,1,Jejomar Binay,2,3,1,Si Jejomar Binay ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,2,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,1,Jejomar Binay,2,3,1,Si Jejomar Binay ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,3,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,1,Jejomar Binay,2,3,1,Si Jejomar Binay ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,4,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,1,Jejomar Binay,2,3,1,Si Jejomar Binay ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,5,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas ang pinakamahusay na kandidato para sa Pilipinas.,1,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas ang pinakamahusay na kandidato para sa Pilipinas.,2,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas ang pinakamahusay na kandidato para sa Pilipinas.,3,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas ang pinakamahusay na kandidato para sa Pilipinas.,4,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas ang pinakamahusay na kandidato para sa Pilipinas.,5,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,2,Mar Roxas,4,4,5,Susuportahan ko si Mar Roxas sa susunod na eleksyon.,1,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,2,Mar Roxas,4,4,5,Susuportahan ko si Mar Roxas sa susunod na eleksyon.,2,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,2,Mar Roxas,4,4,5,Susuportahan ko si Mar Roxas sa susunod na eleksyon.,3,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,2,Mar Roxas,4,4,5,Susuportahan ko si Mar Roxas sa susunod na eleksyon.,4,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,2,Mar Roxas,4,4,5,Susuportahan ko si Mar Roxas sa susunod na eleksyon.,5,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,2,Mar Roxas,4,4,5,Ang ginawa ni Mar Roxas para sa bansa ay kapuri-puri.,1,Neutral
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,2,Mar Roxas,4,4,5,Ang ginawa ni Mar Roxas para sa bansa ay kapuri-puri.,2,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,2,Mar Roxas,4,4,5,Ang ginawa ni Mar Roxas para sa bansa ay kapuri-puri.,3,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,2,Mar Roxas,4,4,5,Ang ginawa ni Mar Roxas para sa bansa ay kapuri-puri.,4,Negative
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,2,Mar Roxas,4,4,5,Ang ginawa ni Mar Roxas para sa bansa ay kapuri-puri.,5,Negative
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,2,Mar Roxas,4,4,5,Proud akong sabihin na boboto ako kay Mar Roxas.,1,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,2,Mar Roxas,4,4,5,Proud akong sabihin na boboto ako kay Mar Roxas.,2,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,2,Mar Roxas,4,4,5,Proud akong sabihin na boboto ako kay Mar Roxas.,3,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,2,Mar Roxas,4,4,5,Proud akong sabihin na boboto ako kay Mar Roxas.,4,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,2,Mar Roxas,4,4,5,Proud akong sabihin na boboto ako kay Mar Roxas.,5,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas lang ang tunay na nagmamalasakit sa mga Pilipino.,1,Neutral
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas lang ang tunay na nagmamalasakit sa mga Pilipino.,2,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas lang ang tunay na nagmamalasakit sa mga Pilipino.,3,Negative
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas lang ang tunay na nagmamalasakit sa mga Pilipino.,4,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,2,Mar Roxas,4,4,5,Si Mar Roxas lang ang tunay na nagmamalasakit sa mga Pilipino.,5,Negative
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,2,Mar Roxas,4,4,5,Hindi ko iboboto si Mar Roxas kahit kailan.,1,Neutral
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,2,Mar Roxas,4,4,5,Hindi ko iboboto si Mar Roxas kahit kailan.,2,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,2,Mar Roxas,4,4,5,Hindi ko iboboto si Mar Roxas kahit kailan.,3,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,2,Mar Roxas,4,4,5,Hindi ko iboboto si Mar Roxas kahit kailan.,4,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,2,Mar Roxas,4,4,5,Hindi ko iboboto si Mar Roxas kahit kailan.,5,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,2,Mar Roxas,4,4,5,Disappointed ako kay Mar Roxas dahil sa kanyang mga ginawa.,1,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,2,Mar Roxas,4,4,5,Disappointed ako kay Mar Roxas dahil sa kanyang mga ginawa.,2,Negative.
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,2,Mar Roxas,4,4,5,Disappointed ako kay Mar Roxas dahil sa kanyang mga ginawa.,3,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,2,Mar Roxas,4,4,5,Disappointed ako kay Mar Roxas dahil sa kanyang mga ginawa.,4,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,2,Mar Roxas,4,4,5,Disappointed ako kay Mar Roxas dahil sa kanyang mga ginawa.,5,Negative.
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,2,Mar Roxas,4,4,5,Si Mar Roxas ay isang corrupt na pulitiko.,1,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,2,Mar Roxas,4,4,5,Si Mar Roxas ay isang corrupt na pulitiko.,2,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,2,Mar Roxas,4,4,5,Si Mar Roxas ay isang corrupt na pulitiko.,3,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,2,Mar Roxas,4,4,5,Si Mar Roxas ay isang corrupt na pulitiko.,4,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,2,Mar Roxas,4,4,5,Si Mar Roxas ay isang corrupt na pulitiko.,5,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,2,Mar Roxas,4,4,5,Ayaw ko kay Mar Roxas hindi siya karapat-dapat maging lider.,1,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,2,Mar Roxas,4,4,5,Ayaw ko kay Mar Roxas hindi siya karapat-dapat maging lider.,2,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,2,Mar Roxas,4,4,5,Ayaw ko kay Mar Roxas hindi siya karapat-dapat maging lider.,3,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,2,Mar Roxas,4,4,5,Ayaw ko kay Mar Roxas hindi siya karapat-dapat maging lider.,4,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,2,Mar Roxas,4,4,5,Ayaw ko kay Mar Roxas hindi siya karapat-dapat maging lider.,5,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,2,Mar Roxas,4,4,5,Naniniwala ako na si Mar Roxas ay nagsinungaling sa publiko.,1,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,2,Mar Roxas,4,4,5,Naniniwala ako na si Mar Roxas ay nagsinungaling sa publiko.,2,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,2,Mar Roxas,4,4,5,Naniniwala ako na si Mar Roxas ay nagsinungaling sa publiko.,3,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,2,Mar Roxas,4,4,5,Naniniwala ako na si Mar Roxas ay nagsinungaling sa publiko.,4,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,2,Mar Roxas,4,4,5,Naniniwala ako na si Mar Roxas ay nagsinungaling sa publiko.,5,Negative
