daang baluktot ni [Entity_A],Negative,Negative,Negative
Eh si [Entity_A] ?? Hahaha,Negative,Negative,Negative
NAMISS KO MAAM [Entity_A]!!! HUHU SOCIAL PSYCH,Positive,Positive,Positive
[Entity_A] IS LOVE,Positive,Positive,Positive
Panira ng mood tong commercial ni [Entity_A]. Sige ikaw na mahirap. IKAW NA!!!,Negative,Negative,Negative
[Entity_A] advisers say they're more than a match for [Entity_B],Neutral,Neutral,Neutral
DECENT?WHICH PART OF [Entity_A] IS DECENT?NONE.SO SHUT UP NALANG.,Negative,Negative,Negative
"I strongly disagree on electing [Entity_A] for president. Atheist siyat! Guys, come on!",Negative,Negative,Negative
[Entity_A] FOR PRESIDENT Positive0Neutral6,Positive,Positive,Positive
[Entity_A] praises [Entity_B] work in UNA: He's really good -,Positive,Positive,Positive
Yan si [Entity_A]. ??,Negative,Negative,Negative
"gnun tlaga, pag galit ka sa tao, pupuna ka ng mga pangit sa paningin mong feature nya...parang kay [Entity_A], yung pag ka dark nya :D",Negative,Negative,Negative
[Entity_A] you should tell [Entity_B] camps. Walang magnanakaw sa partida lalo na ang [Entity_C] tandem vote [ENTITY_C]],Negative,Neutral,Positive
[Entity_A] takes campaign to Laguna with dismissed guv [Entity_B] I,Neutral,Neutral,Neutral
Ang kakapalan ni [Entity_A] ay wagas... pati sa araw ng Undas!,Negative,Negative,Negative
THE STANDARD: UPDATE: [Entity_A] to start his election campaign in Mandaluyong City.,Neutral,Neutral,Neutral
"[Entity_A]: Sa dami ng problema na iiwanan, kailangan ng pangulo na itataas ang kalidad ng buhay ng Pilipino.",Positive,Positive,Positive
"crowd sourcing: kaninong ad mas nakakasuka, kay [Entity_A] o kay [Entity_B]?",Negative,Negative,Negative
"""How can [Entity_A] stop corruption naman diba?"" -[Entity_B]",Neutral,Neutral,Neutral
We still support [Entity_A] . You can't bring a good man down. :),Positive,Positive,Positive
Bakit laging itim yung background color ng mga commercials ni [Entity_A]? Hmm,Negative,Negative,Negative
"Alam mo [Entity_A], isa ka din sa problema eh. ??",Negative,Negative,Negative
"[Entity_A], Also be wary of friends and [Entity_B], este, foes.",Negative,Negative,Negative
or the [Entity_A] uplb roast. please.,Neutral,Neutral,Neutral
NAKO NAHIYA YUNG KAPAL NG PERA NI [Entity_A] SAYO.,Negative,Negative,Negative
Pag tumakbo ang [Entity_A] or [Entity_B] Punyeta! Blangko ang balota ko mula senator pababa! Pres-VP lang may laman! Cant wait!,Negative,Negative,Negative
[Entity_A] camp condemns killing of Laguna councilor bet |,Neutral,Neutral,Neutral
ask the yellow army and they'll tell you that that's a smear job against [Entity_A],Negative,Neutral,Neutral
Hoy [Entity_A].. Wag mo kaming dinadamay sa pagka Nognog mo! Muka mo.,Negative,Negative,Negative
"RT Mas kilalanin si [Entity_A] sa ikalawang episode ng ""Kandidato.""",Neutral,Neutral,Neutral
[Entity_A] pointed out that traffic has been a recurring problem in the country even before today,Neutral,Neutral,Neutral
[Entity_A] ads is paawa .. attack sa sarili para maawa ang tao,Negative,Negative,Negative
[Entity_A] is much worse than [Entity_B].,Negative,Negative,Negative
"Nf ko ""[Entity_A] , [Entity_B], [Entity_C]"" ??",Neutral,Neutral,Neutral
dito lang ba may brownout? ito na kaya ang simula ng malawakang dayaan? baka biglang lumamang c [Entity_A]?,Negative,Negative,Negative
May bago na namang tv ad si [Entity_A]. Yung totoo? Nakamagkano ka na... po? ??,Negative,Negative,Negative
"WALA TAYONG MAAASAHAN KAY [Entity_A], MAUUBOS LANG PERA NATIN KAKAKURAKOT NIYANG KINGINANG NIYAN",Negative,Negative,Negative
"Bagong pakulo na naman ni [Entity_A], magsama na lang kayo ni [Entity_B]! ??",Negative,Negative,Negative
sino ngaun nagmukhang tanga at duwag sa ginagawa mo na yan [Entity_A] hahaha lalo lang dadami boboto kay [Entity_B],Negative,Negative,Negative
"My shit list of politicians who should be vanished from the Philippine gov't forever: [Entity_A], [Entity_B], [Entity_C]",Negative,Negative,Negative
sabi ni [Entity_A] mahirap sya tapos yung properties daw nya galing sa mana. Ang labo ng script nya noh!,Negative,Negative,Negative
[Entity_A]: It's possible that I will vote in favor of [Entity_B]; I will decide based on evidence submitted | via Joseph_Morong,Neutral,Neutral,Neutral
Only [Entity_A] winner,Positive,Positive,Positive
RT Bakit dahil Kay [Entity_A] Marami pa ring single? Hahahhahaha,Negative,Negative,Negative
"[Entity_A], libre gamot? Libre pahospital? Tapos no income tax? WEHHH",Negative,Negative,Negative
"[Entity_A], [Entity_B] meet in Davao",Neutral,Neutral,Neutral
Parang si [Entity_A] nalang ang candidate for President na walang TV campaign advertisement.,Positive,Positive,Positive
[Entity_A]: More poor Filipinos under Aquino administration |,Neutral,Neutral,Neutral
Sisihin si nognog [Entity_A] hahaha ????????????????????,Negative,Negative,Negative
[Entity_A] : [Entity_B] is for democracy and for clean and transparent governance Switch to [Entity_A] and [Entity_C] na!,Positive,Positive,Positive
Dapat si [Entity_A] yung pinaka kulelat jan eh ?? Pero wala malakas ang dayaan! ??,Negative,Negative,Negative
E ayoko kay [Entity_A] .,Negative,Negative,Negative
"I know AlDub doesnt what to go into politics, but me as a Filipino voter, i really dont like [Entity_A]. He is so corrupt!",Negative,Negative,Negative
"[Entity_A] on [Entity_B] possible support for ""Next question please.",Neutral,Neutral,Neutral
"RT Natapos na PBB, pandak at nognog pa din sa [Entity_A]",Negative,Negative,Negative
"yeah right. And pls Lang, it was that party who was really for [Entity_A]. You have always been pro-[Entity_B]. Kadiri.",Negative,Negative,Negative
"Dismissed [Entity_A], sinampahan ng bagong plunder complaint sa Office of the Ombudsman [Neutral8-NeutralPositive-Positive0Neutral5] [NY-ANeutral86Neutral]",Neutral,Neutral,Neutral
"RT Pag naririnig ko yung hotline bling, si [Entity_A] nasa isip ko hahahaha. ??",Negative,Neutral,Neutral
[Entity_A] - Marginalized Sector,Neutral,Neutral,Neutral
Sana may debate ng mga kandidato. Go [Entity_A] tandem,Positive,Positive,Positive
"""Hindi ko kayo nanakawan"" -[Entity_A] my reaction: bakit kaya mo bang akyatin lahat nang bahay nang Pinoy?",Negative,Negative,Negative
"HAY BUHAY NGA NAMAN!! SBI NI [Entity_A] E ""MAY BAGONG UMAGANG PARATING!"", YUNG KAY [Enityt_B] ""PARATING NA PARATING NA!"" BUHAY NGA NAMN???????????",Negative,Negative,Negative
"Isyu ngayon mga dilaw Bigas ind bala , ang kurakot na si [Entity_A], ang Amerikanang [Entity_B].. wag ilihis ang isyu sa napakatagal na ..
terte",Negative,Negative,Negative
Wag ka lang talaga mandaya [Entity_A]! Kaloka ka.,Negative,Negative,Negative
"Any reason why [Entity_A], [Entity_B], [Entity_C], and [Entity_D] did not attend the debate at Lasalle?",Neutral,Neutral,Neutral
"Why choose [Entity_A], [Entity_B], [Entity_C] over [Entity_D] Damn.",Negative,Negative,Negative
"[Entity_A] to give benefits, scrap income tax for the poor via",Neutral,Neutral,Neutral
"BAKIT INITSAPUWERA DIN NI [Entity_A] SI [Entity_A]: Sabi din ng tumawag sa akin, ganoon din ang galit sa dibdib ni (see )",Negative,Negative,Negative
ayaw niyo si [Entity_A]....... so payag kayo kay [Entity_B] na kumakain ng kanin sa baso? wtf,Negative,Negative,Negative
"Pangatlo na lang si [Entity_A], sana mamaya pang-apat na lang. ??",Negative,Negative,Negative
JUSKO PO [Entity_A] ?? DINAMAY PA YUNG KAMATAYAN NG MOMMY NIYA PARA LANG IBOTO SIYA ??,Negative,Negative,Negative
PANDAK PALA SI [Entity_A]? WOW,Negative,Negative,Negative
RT the [Entity_A] thing was all funny then pero nakakatakot na marami talagang boboto sa kanya,Negative,Negative,Negative
"si [Entity_A] si [Entity_B] at si [Entity_A] pa daw ang nangibabaw, tangina hahahahahaha patawa",Negative,Negative,Negative
Hintayin ko nalang si [Entity_A],Neutral,Neutral,Neutral
"King ina yung bagong ads ni [Entity_A]. Pinatamaan lahat ng kalaban niya e. Yung ""hindi ako magbibigay ng hugot."" [Entity_B] OH! LOL.",Negative,Negative,Negative
[Entity_A] is my VP too! I havent decided yet but [Entity_B] and [Entity_C] are definitely up there. [Entity_D] second. AnyNeutral but [Entity_E]??,Positive,Neutral,Neutral
pakyu ka [Entity_A] puro black propaganda nalg nilalabas mo! Lumaban kayo nang patas mga hunghang!!!!,Negative,Negative,Negative
Sige [Entity_A] mang daya kapa ng masampal ka ng tsinelas ng mga butante,Negative,Negative,Negative
sabihin mo ke [Entity_A] be,Neutral,Neutral,Neutral
"MY PRAYERS: UMANGAT SI [Entity_A], DI MAKAHABOL SI, BUMABA KAHIT NeutralNegativeTH PLACE SI [Entity_A], CONSISTENT ANG RATING NI CANDIDATE. GODBLESS ??",Positive,Neutral,Neutral
Part ka naman ng Administrasyon [Entity_A]. Wag kang ipokrito.,Negative,Negative,Negative
But still [Entity_A] got the highest distrust and disapproval ratings.,Negative,Negative,Negative
"[Entity_A] talaga, Bicolano pa sinuyo.",Negative,Negative,Negative
paawa effect ads na nya [Entity_A] po kaasar,Negative,Negative,Negative
"[Entity_A] using the current status of our stock market PSE, and we will fail if [Entity_B] wins the Presidency, WALA KA MALOLOKO DITO",Negative,Negative,Negative
"[Entity_A] is Positivend, [Entity_B] is Negativerd &gt; Between Jan. Neutral and Nov. Negative0 last year, [Entity_C] already shelled out P595,7NeutralNegative,000 for TV ads.",Neutral,Neutral,Neutral
Parang mas nilalait pa tayo ni [Entity_A] sa commercial niya eh ??,Negative,Negative,Negative
may vote buying na nga si [Entity_A] eh,Negative,Negative,Negative
"[Entity_A] latest stunt: if [Entity_B] wins, do not blame me, blame [Entity_C] for not cooperating. ???? What a loser!",Negative,Negative,Negative
Puro paawa si [Entity_A] at [Entity_B] ????,Negative,Negative,Negative
[Entity_A] will only be like [Entity_B]. [Entity_C] reminds me of former pres GMA. [Entity_D] is just another TraPo. We need a big CHANGE!,Negative,Negative,Negative
[Entity_A] - sumbungero,Negative,Negative,Negative
"If [Entity_A] and [Entity_B] runs for the same post in Positive0Neutral6, wala na. Mahahati boto. For sure si [Entity_C] mananalo. Tandem na!",Negative,Negative,Negative
"EVERYONE is convinced that [Entity_A] will cheat in these elections. So he may as well withdraw - coz win or lose, he'll be seen as a cheater",Negative,Neutral,Negative
I cringe everytime [Entity_A] claims Makati while 6 years siyang nasa posisyon.,Negative,Negative,Negative
"Si [Entity_A] kay? [Entity_B], PANDAK, LAKI SA HIRA ??????",Negative,Negative,Negative
NO TO [Entity_A] Positive0Neutral6,Negative,Negative,Negative
Nakakabwiset yung Ad ni [Entity_A] pucha,Negative,Negative,Negative
Bias ka ba [Entity_A]? Hahaha walang [Entity_B] eh.,Negative,Negative,Negative
"NOGNOG, PANDAK, LAKI SA HIRAP. YAN SI [Entity_A]! LEADER SA SUKARAP :D",Negative,Negative,Negative
"Salgado on [Entity_A] being the top spender in political ads: Hindi lang pala selective justice, selective data rin ang nangyari dito",Negative,Negative,Negative
Oo na si [Entity_A] na,Negative,Negative,Negative
Malakas daw online presence ng mga supprters ni [Entity_A] ? WHAT. THE. FUCK?! [Entity_B] and [Entity_C] all over my feed.,Negative,Negative,Negative
"Follow mo ko dito sa account na toh, kasi nga dahil kay [Entity_A] hahaha",Positive,Neutral,Neutral
RT Bakit nakakairita commercial ni [Entity_A]?,Negative,Negative,Negative
[Entity_A]: Ako ay kumandidato dahil alam kong ako ay mananalo,Neutral,Neutral,Neutral
Tanga nalang yung boboto kah [Entity_A] pota -.-,Negative,Negative,Negative
"Grabe si [Entity_A] oh, makadeny sa accusations wagas!milyones ang deposit from dummies acct!!tsek tsek",Negative,Negative,Negative
"""Pero di tulad ng iba, maraming nagawa. Yan si [Entity_A]."" AHAHAHAHAHAHAHAAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA.",Negative,Negative,Negative
tanga. Si [Entity_A]???,Negative,Negative,Negative
Kairita lang ang commercial ad ni [Entity_A] at [Entity_B].,Negative,Negative,Negative
Well. [Entity_A] better be ready for the coming black propaganda from [Entity_B] and [Entity_C].,Negative,Negative,Negative
[Entity_A] not part of endorsement for [Entity_B],Neutral,Neutral,Neutral
Mga [Entity_A] join force na sa mga commercial nila. . . Hmpf katakot,Negative,Negative,Negative
"News5 Everywhere - [Entity_A], BINATIKOS, TINAWAG NA 'CREDIT GRABBER' NG NETIZENS via",Negative,Negative,Negative
Ang presidente ko ay si [Entity_A],Positive,Positive,Positive
Kinakabahan ako kay [Entity_A] juskooo,Negative,Negative,Negative
[Entity_A]: There can be no peace without development and there can be no development and progress without peace.,Neutral,Neutral,Neutral
"Nag suot lang ako ng pulang damit, Kitkat na? -[Entity_A]",Negative,Negative,Negative
iboboto ko si [Entity_A] kasi religious meaning ng first name nya. hindi siya mangungurakot kasi religious sya hahahaha TANGINA. :),Negative,Negative,Negative
[Entity_A] po.,Neutral,Neutral,Neutral
HAHAHAHAHAHAHA [Entity_A] PALA TONG SI YERI EH HAHAHAHAHA BASTOS,Negative,Negative,Negative
Can [Entity_A] not sound like [Entity_B]? It's very frustrating.,Negative,Negative,Negative
Uh oh. Not good. - EXCLUSIVE: [Entity_A] huling huli na nangsuhol ng 500 pesos sa mga tao!,Negative,Negative,Negative
"KAMANGMANGAN, NANDITO RIN SI NOGNOG MANGMANG [Entity_A] HE HE HE",Negative,Negative,Negative
"totally lost it when he supported [Entity_A]. I guess when he has nothing more to lose, he can say anything he wants.",Negative,Negative,Negative
"[Entity_A] kung sinungaling si [Entity_B]: Pag di naman totoo, automatic ang reaction mo talaga. Itatanggi mo.",Negative,Negative,Negative
muka kang yagba ni [Entity_A],Negative,Negative,Negative
[Entity_A] for .______,Neutral,Neutral,Neutral
NA UNA NA ANG DALAWA SA AYAW KO MAGING [Entity_A] AT [Entity_B],Negative,Negative,Negative
Nagwawala na po itong katabi ko porket lamang lang si [Entity_A] ayyyy kaya pang habulin ni [Entity_B] yann!!!!,Negative,Neutral,Neutral
"Really? [Entity_A] is friends with [Entity_B] and [Entity_C], who are both shady. They are birds of the same corrupt feather.",Negative,Negative,Negative
the [Entity_A] have stolen billions no arrest warrant yet - libel moves fast. for INC. for [Entity_A].,Negative,Negative,Negative
Dba nasa ganyang posisyon ka naman [Entity_A]?Ba't hindi mo yun ginawa?Kailangan pa bang maging Presidente ka bago mo ipaglaban ang West Philippine Sea?,Negative,Negative,Negative
[Entity_A] on tiff with Tacloban Mayor: that meeting was taken out of context,Neutral,Neutral,Neutral
What if si [Entity_A] si plankton HAHAHAHAHAHAHAHHAHAHA,Negative,Neutral,Neutral
RT Thank you [Entity_A] at [Entity_B] for the messed up MRT/transport system and terrible traffic,Negative,Negative,Negative
"Calling all the NPA, MILF at iba pang rebeldeng grupo hanapin niyo si [Entity_A] . Huliin niyo na lang siya thank you!",Negative,Negative,Negative
OFW binoto si [Entity_A] pero lumabas sa resibo ay Hillary Clinton. Charot!,Negative,Neutral,Neutral
Dami nang nabayaran ni [Entity_A]. may pera pa kaya siya? Hahahaha ??,Negative,Negative,Negative
"RT [Entity_A] is the father of the MRT mess, so corrupt, replaced Sumitomo with a fly-by-night MRT maintenance operator!",Negative,Negative,Negative
"Di pa daw to ma-consider nga nag-concede na si [Entity_A]. As per the news, si [Entity_A] ug [Entity_B] pa lang daw.",Neutral,Neutral,Neutral
Hindi ako taga-Makati pero mukhang mas kupal pa 'to sa mga [Entity_A]. Nako po. Ingat lang sa buwis ng mga taga Makati ??,Negative,Negative,Negative
"Pagdinig ng senado kaugnay ng mga umano'y katiwalian ni [Entity_A], pormal nang tinapos",Neutral,Neutral,Neutral
"""Hindi ko function iyan."" ([Entity_A], Positive0Neutral5) ""Kailangan pa bang sagutin iyan?"" ([Entity_B], Positive0Neutral5)",Negative,Neutral,Neutral
"If not [Entity_A], [Entity_B] please",Positive,Positive,Positive
RT Bakit niyo kasi kinu-quote si [Entity_A]? Nagmukha tuloy siyang manhid.,Negative,Negative,Negative
Kung di man manalo si [Entity_A] sana si [Entity_B] na lang o kaya si [Entity_C]. Mas kampante pa ko dun,Positive,Positive,Positive
Witness: Bidding for Makati projects under [Entity_A] a sham |,Negative,Negative,Negative
baka si [Entity_A] yung ex mo ??,Negative,Negative,Negative
"[Entity_A]: ""I am a man of proven accountability and transparency."" Me: *insert Y DA FUK U LYIN, Y U ALWAYS LYIN meme*",Negative,Negative,Negative
"*Sandro and Baste are fighting * Sandro: ""If you can't handle me at my [Entity_A], then you don't deserve me at my [Entity_A].""",Neutral,Neutral,Neutral
"will not only aim for billions but eventually he will claim r country us ""Pili[Entity_A]""",Negative,Negative,Negative
"In the beginning, only [Entity_A]. But the other cases? One never knows. As [Entity_B]'s VP, may proteksyon siya.",Neutral,Neutral,Neutral
"Not directly. Seems in Positive0Neutral4, [Entity_A] used the same remittance agency involved in current money laundering scandal.",Negative,Negative,Negative
"Wow, nagtype ako ng assignment jerney lyne ha??? tatanga tanga ka lagi!!! Bobo ka like [Entity_A] HAHAHAHA Bwiset damnnnnnn",Negative,Negative,Negative
"Political ad on respect not a response to [Entity_A]'s rape remark, [Entity_B] clarifies",Neutral,Neutral,Neutral
"Partial UNOFFICIAL count: [Entity_A] NeutralPositive7K, [Entity_B] 9NegativeK, [Entity_C] 78K, [Entity_D] 54K, Santiago Neutral5k",Neutral,Neutral,Neutral
"Puro pangako, napapako naman: [Entity_A] hits [Entity_B]'s leadership anew",Negative,Negative,Negative
Kung manalo man si [Entity_A] Sana unang patayin nya e yung nagdrudrugs na lumaban pa ng konsehal na kilalang kilala ko. Neutral00% manyak??,Positive,Negative,Negative
"""Only [Entity_A] touches my skin""dafuq?????",Negative,Negative,Negative
Sanib pwersa naaa! [Entity_A]/[Entity_B]/[Entity_C] vs [Entity_D]. [Entity_D] till the end!,Positive,Positive,Positive
"[Entity_A]: We feel we're in a good place. We have a track record in every town, in every place in the country. |",Positive,Positive,Neutral
AMLC finds billions of pesos in '[Entity_A] dummy' accounts,Neutral,Neutral,Neutral
"my photo is not as clear as but I definitely read ""[Entity_A]""",Neutral,Neutral,Neutral
"grabe, lage nalang napagttripan si [Entity_A]..??",Positive,Negative,Negative
"DESPERADO NA SINA [Entity_A], [Entity_B] AT ANG KINGINANG ABS-CBN WAHAHAHA",Negative,Negative,Negative
Cara Kendall On PH Positive0Neutral6 Only [Entity_A] Ateneo,Neutral,Neutral,Neutral
RT 6 Reasons Why [Entity_A] could Win the Positive0Neutral6 Presidential Election,Neutral,Neutral,Neutral
khit ganun p man No.Neutral fan prn aq ng KathNiel nding ndi mwwla un.peru sori to [Entity_A].,Negative,Negative,Negative
"Maka hugot ka, ha. Lagot ka kay [Entity_A]. ??",Neutral,Neutral,Neutral
"[Entity_A] votes went to [Entity_B]?...See, even the VCMachines rejected him!",Negative,Negative,Negative
4 reasons why [Entity_A] will not win the Positive0Neutral6 Philippine presidential elections - Get Real Post,Neutral,Negative,Negative
Omg ang scary nung video na sumasayaw si [Entity_A] WTF,Negative,Negative,Negative
Just look at the combined votes of [Entity_A] tandem as compared to [Entity_B].,Negative,Negative,Negative
hayaan mo yan sila mga anak ni [Entity_A]! Hahhahahaha,Negative,Negative,Negative
Si [Entity_A] iboboto ni [Entity_B]....,Neutral,Neutral,Neutral
Abot na abot mo pa ang commercial ni [Entity_A]!! ??????,Negative,Negative,Negative
[Entity_A] rejects proposed Neutral4 percent VAT |,Neutral,Neutral,Neutral
Bakit dahil kay [Entity_A]..... nagka-punye punyeta na ang Pilipinas? LECHE. WAG KAMI.,Negative,Negative,Negative
bakit dahil kay [Entity_A] madilim ang kanyang advertisment,Negative,Negative,Negative
BAKIT TATAKBO SI [Entity_A]?! BAKA MAGHATI SILA NI [Entity_B] AT SI [Entity_C] PA ANG MANALO,Negative,Negative,Negative
Pero try to reach out also to those walang social media. Most na tinanong ko kay [Entity_A] sila...Pro-active na tayo [Entity_B],Neutral,Neutral,Neutral
[Entity_A] said [Entity_B] and [Entity_C] camps didn't approach him since he filed cases against some of their members.,Neutral,Neutral,Neutral
Watch: Actual VCM Printed [Entity_A] Automatically When Voting Other President Candidate! ~ ThePadder,Neutral,Neutral,Neutral
Selfish [Entity_A] inuuna ang pansariling interest kumoara sa kapakanan ng bayan. [Entity_B] TANDEM LET'S GO,Negative,Negative,Negative
The camp of the VP maintained that the alleged evidence presented against [Entity_A] were merely hearsay. | via ANC,Neutral,Neutral,Neutral
"[Entity_A]: Kung iba ang mauupo sa pagkapangulo...di magkakaroon ng pagbabago, di giginhawa ang buhay ng masang Pilipino.",Neutral,Neutral,Neutral
[Entity_A] is so ill informed.Mindanao problem s not a socio economic problem but a cultural problem! Research pg may time,Negative,Negative,Negative
Buhat bangko yung commercial ni [Entity_A]. ??????????????????????,Negative,Negative,Negative
Literal na [Entity_A] ang nakita ko,Neutral,Neutral,Neutral
Bakit dahil kay [Entity_A] nakilala kaming mga [Entity_A]?,Negative,Negative,Negative
"I think, [Entity_A] is hungry for power.",Negative,Negative,Negative
I dont know what will happen to our country if our president is [Entity_A],Negative,Negative,Negative
Sawang sawa na ko sa commercial ni [Entity_A] ??,Negative,Negative,Negative
"why is abscbn making [Entity_A] as the good example for filipinos, the hope of the people... wait, lets talk abt yolanda funds..",Negative,Negative,Negative
RT kamuka ni Kokey yan si [Entity_A],Neutral,Neutral,Negative
"Kung ang eleksyon ay isang show, title nito at FacePositiveFace. Si [Entity_A] ang isinusumbong. [Entity_B], [Entity_C] at [Entity_D] ang nagsumbong.Si [Entity_E] ang sawsawero.",Negative,Negative,Negative
Wag natin kalimutan isupport si [Entity_A],Positive,Positive,Positive
"Hindi pa man nakakaupo, may 5 plunder cases nang nailatag kay [Entity_A].",Negative,Negative,Negative
putangina mo [Entity_A] wag mo kami idamay sa [Entity_A] na yan,Negative,Negative,Negative
Panay [Entity_A] commercial aba. Ginawang asal ??,Negative,Negative,Negative
Bakit puro kayo Sandro? Pano naman yung anak ni [Entity_A]? Hahahaha cge sakin nalang sya ??,Positive,Neutral,Negative
Pati nanay mo [Entity_A] trip mo narin wtf dinamay mo pa ?? hiya ka naman uy ??,Negative,Negative,Negative
"[Entity_A], puro ka hometown mo. Ano'ng nagawa mo sa anim na taon mo sa posisyon mo?",Negative,Negative,Negative
"hmmm either [Entity_A] o [Entity_B] lang president ko. Vice ko, either [Entity_C] or [Entity_D].",Positive,Positive,Positive
mga maala [Entity_A] nga. HAHHAAH.,Neutral,Neutral,Neutral
Sana di nalang paulit ulit yung binabato nila kay [Entity_A] para nakaka move on tayo lahat,Negative,Negative,Negative
"Interview pa lang ni [Entity_A] walang isip-isip sa pagsagot, hindi tulad ni [Entity_B]! Haha",Negative,Negative,Negative
"I really hope the voting public bothered to witness this debate. If you're still voting for [Entity_A] or [Entity_B], then idk anymore.",Negative,Negative,Negative
The Information against [Entity_A] will be filed after the expiration of his term as Vice President. | via,Negative,Neutral,Neutral
[Entity_A] cuts short Ilocos trip to prepare for Positivend presidential debate,Neutral,Neutral,Neutral
[Entity_A]! wala na ba? ??????,Negative,Negative,Negative
Bakit di man lang maitelevised ng ABSCBN yung problema na [Entity_A] yung votes pero sa receipts [Entity_A]. BIAS TLAAGA,Negative,Negative,Negative
[Entity_A] to raise issue vs [Entity_B] if admin uses corruption vs [Entity_C] |,Neutral,Neutral,Neutral
"What saddens me most is that [Entity_A], [Entity_B] and [Entity_C] placed higher than [Entity_D]. You're really not afraid of a dying country.",Negative,Negative,Negative
[Entity_A]. yan si [Entity_A] asawa ni binoy ????????,Neutral,Neutral,Neutral
Pagkatapos ng [Entity_A] [Entity_A] naman ngayon. Srsyly [Entity_A] ??,Negative,Negative,Negative
"[Entity_A], dinalaw ang mga naapektuhan ng bagyong Lando sa Isabela | via Bombo Radyo",Neutral,Neutral,Neutral
RT It will just be [Entity_A] vs [Entity_B] for me. Credibility vs Willpower. Debates will tell.,Neutral,Neutral,Neutral
tricky pol ads of cagey [Entity_A],Negative,Negative,Negative
Presidential bet [Entity_A] now faces allegations on vote buying in Baguio City.,Negative,Negative,Negative
Gwapo naman lagi ni [Entity_A] eh hahahaha,Positive,Positive,Positive
Palace to [Entity_A]: Check out [Entity_B]'s numbers,Negative,Neutral,Neutral
5M for [Entity_A]. hay. tapos si [Entity_B] Positive.9M.,Negative,Negative,Negative
"Wala din akong kinakalabang kandidato. I share posts on [Entity_A], [Entity_B], [Entity_C], [Entity_D], and [Entity_E]. Alphabetical ka 'yan para fair. ??",Neutral,Neutral,Neutral
"Mercado owned dummy' firms, alleged [Entity_A] bagman claims",Neutral,Neutral,Neutral
[Entity_A] should be the Neutral to quit instead of [Entity_B] kasi mas mataas ranking ni [Entity_B] sa 7-eleven GULP surveys,Negative,Negative,Negative
"Salgado says reaffirmed indictment days before campaign period,like when it indicted [Entity_A] on day he filed his candidacy",Neutral,Neutral,Neutral
Video of [Entity_A] lookalike goes viral. READ HERE:,Neutral,Neutral,Neutral
"Retweeted TV Patrol [Entity_A], iginiit na wala siyang kinalaman sa desisyon ng anak sa...",Neutral,Neutral,Neutral
[Entity_A]: It's presumptuous for [Entity_B] to think the race is between [Entity_B] and [Entity_C].,Negative,Negative,Negative
"GOV'Ts MONEY??? EXCUSE ME, [Entity_A]! THAT'S OUR MONEY!! GALING SA DUGO'T PAWIS NG MGA HAMAK NA MANGGAGAWA NA...",Negative,Negative,Negative
"I hear our neighbor's sing [Entity_A]’S jingle pero iba yung lyrics. From only [Entity_A] to ""Lonely [Entity_A]."" Huhu wait na-LSS ako",Negative,Negative,Negative
Jusko po. Kahit tuwid na daan ni [Entity_A] apektado. ??,Negative,Negative,Negative
Bombo Radyo Philippines - [Entity_A]: Hindi ako titigil sa pag-uusig laban sa pamilya [Entity_A],Neutral,Neutral,Neutral
Yan si [Entity_A]! Wahahaha!,Negative,Negative,Negative
